filename,title,year,certainty
104186500.txt,History and comical transactions of Lothian Tom - L.C.2865(13),1801,
104186501.txt,Whole proceedings of Jockey and Maggy - L.C.2865(14),1802,
104186502.txt,Soliloquy on the soul - L.C.2865(15),1810,
104186503.txt,New school of love - L.C.2865(2),1800,
104186504.txt,"Welch traveller, or, The unfortunate Welchman - L.C.2865(3)",1800,
104186505.txt,"Buckingham wonder, or, The maiden's trance - L.C.2865(4)",1800,
104186506.txt,"Buckingham wonder, or, The maiden's trance - L.C.2865(5)",1800,
104186507.txt,"Awful, desperate and bloody battle, for the breeches - L.C.2865(6)",1800,uncertain
104186509.txt,"Scotland's skaith, or, The history o' Will & Jean - L.C.2865(8)",1795,
104186510.txt,"History of the haveral wives, or, The folly of witless women displayed - L.C.2865(9)",1799,
104186511.txt,"Fun upon fun, or, The comical merry tricks of Leper the taylor - L.C.2866(1)",1799,
104186512.txt,Christ the saviour of the world - L.C.2866(10),1803,
104186513.txt,"Bush burning, yet not consumed, or, The church in the furnace, yet still preserved - L.C.2866(11)",1804,
104186514.txt,"Key to open heaven's gate, or, A ready path-way to lead to heaven - L.C.2866(12)",1804,
104186516.txt,History of the king and the cobler - L.C.2866(14),1806,
104186517.txt,Witty and entertaining exploits of George Buchanan - L.C.2866(15),1807,
104186518.txt,Entertaining history of masonry - L.C.2880(2),1796,
104186519.txt,Prophecies of Thomas Rymer - L.C.2880(3),1798,
104186520.txt,History of the seven wise masters of Rome - L.C.2880(4),1801,
104186521.txt,Merry tales of the wise men of Gotham - L.C.2880(5),1801,
104186522.txt,History of Whittington - L.C.2880(6),1801,
104186523.txt,"Life and adventures of Sir William Wallace, General and Governor of Scotland - L.C.2880(7)",1801,
104186524.txt,History of Montellion - L.C.2880(8),1802,
104186525.txt,"Mad pranks of Tom Tram, son-in-law to Mother Winter - L.C.2880(9)",1802,
104186526.txt,"History of Perourou, or, The bellows-mender - L.C.2881(1)",1817,
104186528.txt,History of the wicked life and horrid death of Dr John Faustus - L.C.2881(11),1820,
104186530.txt,"Fun upon fun, or, The comical and merry tricks of Leper the tailor - L.C.2881(13)",1815,
104186531.txt,History of Fortunatus - L.C.2881(14),1815,
104186532.txt,Life and prophecies of Mr Alex. Peden - L.C.2881(15),1815,
104186533.txt,Village curate - L.C.2881(16),1815,
104186534.txt,"Groat's worth of wit for a penny, or, The interpretation of dreams, moles, &c. - L.C.2881(17)",1815,
104186535.txt,"Scots piper's queries, or, John Falkirk's carriches - L.C.2881(2)",1790,
104186536.txt,Three crump twin brothers of Damascus - L.C.2881(3),1817,
104186537.txt,Laird of Cool's ghost - L.C.2881(4),1810,
104186538.txt,History of Jack and the giants - L.C.2881(5),1800,
104186539.txt,Wife of Beith - L.C.2881(6),1800,
104186540.txt,"Coalman's courtship to a creel wife's daughter, or, A dialogue between an old woman and her son - L.C.2881(7)",1800,
104186541.txt,Merry tales of the wise men of Gotham - L.C.2881(8),1800,
104186542.txt,Fairy tales - L.C.2881(9),1800,
104186543.txt,Witty and entertaining exploits of George Buchanan - L.C.2882(1),1799,
104186544.txt,Choice collection of cookery receipts - L.C.2882(10),1801,
104186545.txt,Court lady's true and ingenious fortune-book - L.C.2882(11),1803,
104186546.txt,"Jealous man convinced that he is no cuckold, or, The way of the world represented - L.C.2882(12)",1801,
104186547.txt,Art of courtship - L.C.2882(13),1800,
104186548.txt,Authentic account of the important battle of the Nile - L.C.2882(14),1800,
104186549.txt,"Dead man's resurrection, or, The judge buried alive in his own cellar - L.C.2882(15)",1801,
104186550.txt,"Scots piper's queries, or, John Falkirk's cariches, made both plain and easy - L.C.2882(16)",1800,
104186551.txt,Adventures of Jack Okham & Tom Splicewell - L.C.2882(17),1800,
104186552.txt,"Copy of a letter, written by the Rev. Mr. William Barlas - L.C.2882(18)",1800,
104186553.txt,"New game at cards, or, A pack of cards changed into a compleat and perpetual almanack - L.C.2882(19)",1800,
104186554.txt,"Fun upon fun, or, The comical merry tricks of Leper the taylor - L.C.2882(2)",1799,
104186555.txt,English lady's complete catechism - L.C.2882(20),1800,
104186556.txt,"Cards spiritualized, or, The pack of cards transformed into a Bible, almanack, and prayer-book - L.C.2882(21)",1800,
104186557.txt,Remarkable and entertaining history of a reclaimed lady of pleasure - L.C.2882(22),1803,
104186558.txt,"Particular and impartial account, of what happened on the scaffold, at the execution of Colonel Marcus Despard, Thomas Broughton, John Francis, Arthur Graham, John MacNamara, John Wood, and J. Sedgwick Wratten, for high treason - L.C.2882(23)",1803,
104186559.txt,Explication of the prophecies of Thomas Rymer - L.C.2882(24),1800,
104186560.txt,"Visions, discoveries and warnings of the dreadful and terrible judgements upon Scotland, England and Ireland - L.C.2882(3)",1799,
104186561.txt,Account of some imaginary apparitions - L.C.2882(4),1801,
104186562.txt,"Joaks upon joaks, or, No joak like a true joak - L.C.2882(5)",1801,
104186563.txt,"Account of several remarkable earthquakes, which happened in various quarters of the world - L.C.2882(6)",1801,
104186564.txt,"Purgatory proved, illustrated, and set forth in a clear light - L.C.2882(7)",1801,
104186565.txt,Tom Thumb's royal riddle book for the trial of dull wits - L.C.2882(8),1801,
104186566.txt,"Life of Robinson Crusoe, of York, mariner - L.C.2882(9)",1801,
104186567.txt,Tullochgorum - L.C.2883(1),1823,
104186568.txt,Betsey Baker - L.C.2883(10),1829,
104186569.txt,Sailor's tragedy - L.C.2883(11),1825,
104186570.txt,Roy's wife of Aldivalloch - L.C.2883(12),1823,
104186571.txt,Hallow fair - L.C.2883(13),1826,
104186572.txt,Maggy Lauther - L.C.2883(14),1823,
104186573.txt,He comes from the wars - L.C.2883(15),1825,
104186574.txt,"Watty's travels to Carslile [sic], in search of a place - L.C.2883(16)",1826,
104186575.txt,Tam O'Shanter - L.C.2883(17),1825,
104186576.txt,Grog - L.C.2883(18),1825,
104186577.txt,Bonny Mally Stewart - L.C.2883(19),1825,
104186578.txt,Wonderful advantages of drunkenness - L.C.2883(2),1828,
104186579.txt,John Anderson my Jo - L.C.2883(20),1828,
104186580.txt,"Rab and Ringan, a tale - L.C.2883(21)",1827,
104186581.txt,"Surprising adventures, miraculous escapes, and wonderful travels, of the renowned Baron Munchausen - L.C.2883(22)",182u,
104186582.txt,Three famous new songs - L.C.2883(23),1825,
104186583.txt,George and Britain save - L.C.2883(24),1825,
104186584.txt,'Twas on the morn of sweet May Day - L.C.2883(25),1829,
104186585.txt,Village sexton - L.C.2883(26),1823,
104186586.txt,Hurrah for the bonnets of blue - L.C.2883(27),1829,
104186587.txt,Woodpecker - L.C.2883(28),1820,
104186588.txt,Four excellent songs - L.C.2883(3),1835,
104186589.txt,King's muster - L.C.2883(4),1823,
104186590.txt,Famous history of the valiant London prentice - L.C.2866(16),1807,
104186591.txt,"Satan's invisible world discover'd, or, The history or witches and warlocks - L.C.2866(17)",1807,
104186592.txt,Comical history of the collier's wedding - L.C.2866(18),1808,
104186593.txt,Joe Miller's jests - L.C.2866(19),1810,
104186594.txt,"New proverbs, on the pride of women, or, The vanity of this world displayed - L.C.2866(2)",1799,
104186595.txt,Advice to the young - L.C.2866(20),1812,
104186596.txt,"Younger brother, or, The sufferings of Saint Andre - L.C.2866(3)",1800,
104186597.txt,"Unfortunate son, or, A kind wife is worth gold - L.C.2866(4)",1800,
104186598.txt,Famous history of the learned Friar Bacon - L.C.2866(5),1800,
104186599.txt,History of the wicked life and horrid death of Dr John Faustus - L.C.2866(6),1800,
104186600.txt,History of the wicked life and horrid death of Dr John Faustus - L.C.2866(7),1800,
104186601.txt,History of Lawrence Lazy - L.C.2866(8),1803,
104186602.txt,"Adventures of the extravagant wit, or, The English swindler - L.C.2866(9)",1803,
104186603.txt,Testimony to the work of reformation in Britain and Ireland - L.C.2867(1),1802,
104186604.txt,"Glimpse of glory, or, A Gospel discovery of Emmanuel's land - L.C.2867(10)",1806,
104186605.txt,"Divine shepherd, or, The good minister's care over the flock of Jesus Christ - L.C.2867(11)",1806,
104186606.txt,"Heavenly rest for a weary soul, or, The pilgrim at his journey's end - L.C.2867(12)",1806,
104186607.txt,"Dissertation on family worship, or, A guide, to domestic happiness - L.C.2867(13)",1800,
104186608.txt,"Religious courtship, or, The advantages and disadvantages of the marriage state - L.C.2867(14)",1810,
104186609.txt,Good news to Scotland - L.C.2867(2),1800,
104186610.txt,Christ in the clouds coming to judgement - L.C.2867(3),1801,
104186611.txt,"Riches of Christ, and glorious treasure of heavenly joys - L.C.2867(4)",1801,
104186612.txt,Pious Christian's preparation for his latter end - L.C.2867(5),1801,uncertain
104186613.txt,Hidden thoughts brought to light - L.C.2867(6),1805,
104186614.txt,Great importance of a suitable preparation for death - L.C.2867(7),1806,
104186615.txt,On the providence of God in the government of the world - L.C.2867(8),1806,
104186616.txt,Counsels to young men - L.C.2867(9),1806,
104186617.txt,"Memoirs of the late John Kippen, cooper, in Methven, near Perth - L.C.2868(1)",1812,
104186618.txt,Counsels to young men - L.C.2868(10),1810,
104186619.txt,History of Jack Horner - L.C.2868(11),1811,
104186620.txt,Description of the four parts of the world - L.C.2868(12),1800,
104186621.txt,Famous and memorable history of the battle on Chevy-Chace - L.C.2868(13),1811,
104186622.txt,Christ's kirk on the green - L.C.2868(14),1810,
104186623.txt,History of Jack of Newbury - L.C.2868(15),1810,
104186624.txt,Narrative of the extraordinary adventures of four Russian sailors - L.C.2868(16),1810,
104186625.txt,Brief relation of the adventures of Bamfylde Moore Carew - L.C.2868(17),1810,
104186626.txt,History of the wicked life and horrid death of Dr John Faustus - L.C.2868(18),1810,
104186627.txt,"Merry frolicks, or, The comical cheats of Swalpo, a notorious pick-pocket - L.C.2868(19)",1810,
104186628.txt,History of the two children in the wood - L.C.2868(2),1800,
104186629.txt,Poetical pieces on various subjects - L.C.2868(20),1810,
104186630.txt,Adventures of Cap. Gulliver - L.C.2868(3),1810,
104186631.txt,"Life and transactions of Mrs. Jane Shore, concubine to K. Edward IV - L.C.2868(4)",1810,
104186632.txt,History of Jack Horner - L.C.2868(5),1810,
104186633.txt,Arraigning and indicting of Sir John Barleycorn - L.C.2868(6),1810,
104186634.txt,Surprising adventures of John Roach - L.C.2868(7),1810,
104186635.txt,Narrative of the life of Mrs. Hamilton - L.C.2868(8),1810,
104186636.txt,"Purgatory proved, illustrated, and set forth in a clear light - L.C.2868(9)",1810,
104186637.txt,Witty and entertaining exploits of George Buchanan - L.C.2869(1),1813,
104186638.txt,Collection of Scots proverbs - L.C.2869(10),1813,
104186639.txt,"Wanton Tom, or, The merry history of Tom Stitch the tailor - L.C.2869(11)",1813,
104186640.txt,Life and surprising adventures of Sir William Wallace - L.C.2869(12),1813,
104186641.txt,Witty and entertaining exploits of George Buchanan - L.C.2869(13),1813,
104186642.txt,"Dreamer's oracle, or, A new and universal explanation of all kinds of dreams and visions of the night - L.C.2869(14)",1813,
104186643.txt,"Exploits of wise Willie, and witty Eppie the ale-wife, of Buchaven [sic] - L.C.2869(15)",1813,
104186644.txt,History of the blind beggar of Bethnal Green - L.C.2869(16),1813,
104186645.txt,Art of courtship - L.C.2869(17),1813,
104186646.txt,Sermon - L.C.2869(18),1813,
104186647.txt,New history of all religions - L.C.2869(19),1813,
104186648.txt,"Witty and entertaining exploits of wise Willie, and witty Eppie - L.C.2869(2)",1813,
104186649.txt,"Account of the particular soliloquies and covenant engagements, of Mrs. Janet Hamilton - L.C.2869(20)",1813,
104186650.txt,"Scots piper's queries, or, John Falkirk's cariches - L.C.2869(3)",1813,
104186652.txt,Collection of Scots proverbs - L.C.2869(4),1813,
104186653.txt,True tale of Robin Hood - L.C.2869(5),1813,
104186654.txt,Coalman's courtship to the creel-wife's daughter - L.C.2869(6),1813,
104186655.txt,"History of the seven wise masters, of Rome - L.C.2869(7)",1813,
104186656.txt,Coalman's courtship to the creel-wife's daughter - L.C.2869(8),1813,
104186657.txt,"King Robert Bruce's garland, an heroic ballad, or, The history of the famous Battle of Bannockburn - L.C.2869(9)",1813,
104186658.txt,Happy man - L.C.2869.A(1),1813,
104186659.txt,"Dreams and moles, or, A new and curious fortune book, both for men, maids, wives & widows - L.C.2869.A(10)",1813,
104186660.txt,Strange and wonderful history and prophecies of Mother Shipton - L.C.2869.A(11),1813,
104186661.txt,Life and prophecies of Mr. Alexander Peden - L.C.2869.A(12),1800,
104186662.txt,Letter-writer - L.C.2869.A(13),1807,
104186663.txt,Latest account of the loss of the Comet - L.C.2869.A(14),1825,
104186664.txt,Soliloquy on the soul - L.C.2869.A(2),1813,
104186665.txt,"New and surprising account of the great plague in London, in the year 1665 - L.C.2869.A(3)",1813,
104186666.txt,"Religious courtship, or, The advantages and disadvantages of the marriage state - L.C.2869.A(4)",1813,
104186667.txt,Battle of Waterloo - L.C.2869.A(5),1815,
104186668.txt,History of the blind beggar of Bethnal Green - L.C.2869.A(6),1813,
104186669.txt,"Thrummy Cap, a tale - L.C.2869.A(7)",1813,
104186670.txt,History of the King and the cobler - L.C.2869.A(8),1813,
104186671.txt,History of the King and the cobler - L.C.2869.A(9),1813,
104186672.txt,Excellent garland containing four choice songs - L.C.2870(1),1813,
104186673.txt,"Famous comic song, called, Lawrie O'Broom's rambles - L.C.2870(10)",1813,
104186674.txt,Highland laddie - L.C.2870(11),1813,
104186675.txt,Farmer and lace-merchant - L.C.2870(12),1813,
104186676.txt,"King Robert Bruce's garland, an heroic ballad, or, A precise account of the famous battle of Bannockburn - L.C.2870(13)",1813,
104186677.txt,"Song, on the grand illumination in Glasgow - L.C.2870(14)",1813,
104186678.txt,When late I wander'd - L.C.2870(15),1813,
104186679.txt,Wap your wealth together - L.C.2870(16),1813,
104186680.txt,Most excellent ballad called the Gosport tragedy - L.C.2870(17),1813,
104186681.txt,"Blackamoor in the wood, or, A lamentable ballad on the tragical end of a gallant lord and virtuous lady - L.C.2870(18)",1813,
104186682.txt,Tippling farmer - L.C.2870(19),1813,
104186683.txt,Astonishing Abraham Newland - L.C.2870(2),1815,
104186684.txt,Captain Mulligan - L.C.2870(20),1813,
104186685.txt,New touch on the times - L.C.2870(21),1813,
104186686.txt,"Humours of Gravel Lane, or, The cobler's daughter's wedding - L.C.2870(22)",1813,
104186687.txt,Prevailing fashions - L.C.2870(23),1813,
104186688.txt,My Poll and my partner Joe - L.C.2870(24),1813,
104186689.txt,My ain dear Jean - L.C.2870(25),1813,
104186690.txt,That's the real dandy - L.C.2870(26),1813,
104186691.txt,Little couple - L.C.2870(3),1813,
104186692.txt,Beneath the willow tree - L.C.2870(4),1813,
104186693.txt,"Excellent old song, called, The battle of the Boyn, or, King William crossing the Boyn water - L.C.2870(5)",1813,
104186694.txt,Gloomy winter's now awa' - L.C.2870(6),1813,
104186695.txt,Crafty farmer - L.C.2870(7),1813,
104186696.txt,She's as the opening lilly fair - L.C.2870(8),1813,
104186697.txt,"Pope's knavery, or, Old Nick's invention - L.C.2870(9)",1813,
104186698.txt,Battle of Waterloo - L.C.2871(1),1815,
104186699.txt,Wife of Beith reformed and corrected - L.C.2871(2),1813,
104186700.txt,History of Moll Flanders - L.C.2871(3),1813,
104186701.txt,Tale of three bonnets - L.C.2871(4),1813,
104186702.txt,"Frisky songster, or, Merry fellow's companion - L.C.2871(5)",1813,
104186703.txt,Life & prophecies of Mr. Alexr. Peden - L.C.2871(6),1813,
104186704.txt,"Friar and boy, or, The young piper's pleasant pastime - L.C.2871(7)",1813,
104186705.txt,Wonderful and suprising history of Jack the giant-killer - L.C.2871(8),1813,
104186706.txt,"Beautiful old song, entitled, The Duke of Gordon's three daughters - L.C.2872(1)",1813,
104186707.txt,Excellent old ballad describing the woeful hunting and famous battle on Chevy-Chace - L.C.2872(10),1813,
104186708.txt,Seven excellent new songs - L.C.2872(11),1813,
104186709.txt,New garland of choice songs - L.C.2872(12),1815,
104186710.txt,Jessie the flower o' Dumblain - L.C.2872(13),1813,
104186711.txt,Caladonia [sic] - L.C.2872(14),1813,
104186712.txt,Old man's wish - L.C.2872(15),1813,
104186713.txt,Ewe-boughts Marion - L.C.2872(16),1813,
104186714.txt,"Excellent new song, called, Esk mill - L.C.2872(17)",1813,
104186715.txt,Tragical end of William and Margaret - L.C.2872(18),1813,
104186716.txt,Modern beau - L.C.2872(19),1813,
104186717.txt,Maggy Lauther - L.C.2872(2),1813,
104186718.txt,Tom and Polly - L.C.2872(20),1813,
104186719.txt,Lay thy loof in mine lass - L.C.2872(21),1813,
104186720.txt,Famous battle between Captain Ward and the rainbow - L.C.2872(22),1813,
104186721.txt,To the battle march away - L.C.2872(23),1813,
104186722.txt,"Duke of Gordon's daughters, and Captain Ogilvie - L.C.2872(24)",1813,
104186723.txt,Willie brew'd a peck o' ma't - L.C.2872(25),1813,
104186724.txt,"Wee wifukie, or, This is no me - L.C.2872(26)",1813,
104186725.txt,She's fair an' fause - L.C.2872(27),1813,
104186726.txt,Freemason's song - L.C.2872(28),1818,
104186727.txt,Lovely Jean - L.C.2872(29),1820,
104186728.txt,Vicar of Bray - L.C.2872(3),1813,
104186729.txt,Rigs o' barley - L.C.2872(30),1820,
104186730.txt,Sir James the Ross - L.C.2872(31),1813,
104186731.txt,Lovely Jean - L.C.2872(32),1820,
104186732.txt,Tragedy of Jamie and Nancy of Yarmouth - L.C.2872(33),1813,
104186733.txt,"All in the downs, or, Black ey'd Susan - L.C.2872(34)",1813,
104186734.txt,Lord Duncan's victory over the Dutch fleet - L.C.2872(35),1813,
104186735.txt,"Susan Py, or, Young Bichen's garland - L.C.2872(4)",1813,
104186736.txt,Merry fairs of Falkirk - L.C.2872(5),1813,
104186737.txt,Beggar girl - L.C.2872(6),1813,
104186738.txt,"Watty and Meg, or, The wife reform'd - L.C.2872(7)",1813,
104186739.txt,"Wee wifukie, or, This is no me - L.C.2872(8)",1813,
104186740.txt,"Beautiful old ballad, of the babes in the wood - L.C.2872(9)",1813,
104186741.txt,Battle of Prestonpans - L.C.2873(1),1820,
104186742.txt,Allan Tine o' Harrow - L.C.2873(10),1826,
104186743.txt,Loch-na-garr - L.C.2873(11),1820,
104186744.txt,Hunting of Chevy-Chace - L.C.2873(12),1820,
104186745.txt,Captain Wedderburn's courtship - L.C.2873(13),1820,
104186746.txt,Allan Tine O'Harrow - L.C.2873(14),1820,
104186747.txt,Tak your auld cloak about ye - L.C.2873(15),1820,
104186748.txt,Dear is my little native vale - L.C.2873(16),1820,
104186749.txt,Blue bonnets o'er the border - L.C.2873(17),1820,
104186750.txt,Highland plaid - L.C.2873(18),1820,
104186751.txt,Lament for Abercrombie - L.C.2873(19),1820,
104186752.txt,Hallow fair - L.C.2873(2),1820,
104186753.txt,Haughs of Crumdel - L.C.2873(20),1820,
104186754.txt,Young Lochinvar - L.C.2873(21),1820,
104186755.txt,Haughs of Crumdel - L.C.2873(22),1820,
104186756.txt,Bonny lassie's plaidy awa - L.C.2873(23),1820,
104186757.txt,Garland of songs - L.C.2873(24),1820,
104186758.txt,Bundle and go - L.C.2873(25),1820,
104186759.txt,Woodman - L.C.2873(26),1820,
104186760.txt,Bess the Gawkie - L.C.2873(27),1820,
104186761.txt,Merry may the maid be - L.C.2873(28),1820,
104186762.txt,Woodpecker - L.C.2873(29),1820,
104186763.txt,Duke of Gordon's daughters - L.C.2873(3),1820,
104186764.txt,Soldier's dream - L.C.2873(30),1820,
104186765.txt,Braes o' Birniebouzle - L.C.2873(31),1820,
104186766.txt,Unfortunate shepherdess - L.C.2873(32),1820,
104186767.txt,Ungrateful Nanny - L.C.2873(33),1820,
104186768.txt,Peck o' maut - L.C.2873(34),1820,
104186769.txt,Easy John - L.C.2873(35),1820,
104186770.txt,"Jemmy and Nancy of Yarmouth, or, The constant lovers - L.C.2873(36)",1820,
104186771.txt,Tragedy of Sir James the Rose - L.C.2873(37),1820,
104186772.txt,"Home, sweet home - L.C.2873(38)",1829,
104186773.txt,Kail brose of auld Scotland - L.C.2873(39),1820,
104186774.txt,Carle now the King's come - L.C.2873(4),1822,
104186775.txt,Lammy - L.C.2873(5),1823,
104186776.txt,Unhappy voyage of Captain Glen - L.C.2873(6),1825,
104186777.txt,Duke of Gordon's daughters - L.C.2873(7),1823,
104186778.txt,Sailor's tragedy - L.C.2873(8),1826,
104186779.txt,Battle of the Boyn - L.C.2873(9),1826,
104186780.txt,Bonny Mally Stewart - L.C.2874(1),1823,
104186781.txt,Lilies of the valley - L.C.2874(10),1825,
104186782.txt,Lilies of the valley - L.C.2874(11),1825,
104186783.txt,Battle of the Boyne - L.C.2874(12),1825,
104186784.txt,Farmer - L.C.2874(13),1825,
104186785.txt,George and Britain save - L.C.2874(14),1825,
104186786.txt,George and Britain save - L.C.2874(15),1825,
104186787.txt,Sailors tragedy - L.C.2874(16),1825,
104186788.txt,Sailor's tragedy - L.C.2874(17),1825,
104186789.txt,Soldier's return - L.C.2874(18),1825,
104186790.txt,Bonny Mally Stewart - L.C.2874(19),1825,
104186791.txt,Flower o' Dunblane - L.C.2874(2),1823,
104186792.txt,Edwin and Emma - L.C.2874(20),1825,
104186793.txt,Netherton ball - L.C.2874(21),1825,
104186794.txt,Battle of Prestonpans - L.C.2874(22),1825,
104186795.txt,Braes o' Gleniffer - L.C.2874(23),1825,
104186796.txt,Woodpecker - L.C.2874(24),1825,
104186797.txt,Robin Aboon - L.C.2874(25),1825,
104186798.txt,Allan Tine o' Harrow - L.C.2874(26),1825,
104186799.txt,Herrin in sa't - L.C.2874(27),1825,
104186800.txt,Disappointed lover - L.C.2874(28),1825,
104186801.txt,Johnnie Cope - L.C.2874(29),1826,
104186802.txt,Maggy Lauther - L.C.2874(3),1823,
104186803.txt,Bonny lass of Banaphie - L.C.2874(30),1826,
104186804.txt,Hills o' Gallowa - L.C.2874(31),1826,
104186805.txt,Hallow fair - L.C.2874(32),1826,
104186806.txt,Sair sair was my heart - L.C.2874(33),1826,
104186807.txt,Bonny Mally Stewart - L.C.2874(34),1826,
104186808.txt,Thinks I to myself thinks I - L.C.2874(35),1826,
104186809.txt,Welcome Charlie o'er the main - L.C.2874(36),1826,
104186810.txt,Blue bonnets o'er the border - L.C.2874(37),1826,
104186811.txt,Tragedy of Sir James the Rose - L.C.2874(38),1820,
104186812.txt,Blackamoor of the wood - L.C.2874(39),1820,
104186813.txt,Allister M'Allister - L.C.2874(4),1823,
104186814.txt,"Andrew Lammie, or, Mill of Tiftie's Annie - L.C.2874(40)",1820,
104186815.txt,Bonny Jean - L.C.2874(5),1824,
104186816.txt,Massacre of Glencoe - L.C.2874(6),1824,
104186817.txt,Battle of Prestonpans - L.C.2874(7),1824,
104186818.txt,Turkish lady - L.C.2874(8),1824,
104186819.txt,Donald M'Donald - L.C.2874(9),1824,
104186820.txt,"Life and surprising adventures of that renowned hero, Sir Wm. Wallace - L.C.2875(1)",1820,
104186821.txt,Life and transactions of Mrs Jane Shore - L.C.2875(10),1820,
104186822.txt,"Cogitations upon death, or, The mirror of man's misery - L.C.2875(11)",1820,
104186823.txt,"Scottish proverbs, or, The wise sayings of the old people of Scotland - L.C.2875(12)",1827,
104186824.txt,Pleasures of matrimony - L.C.2875(13),1828,
104186825.txt,Royal riddle book - L.C.2875(14),1828,
104186826.txt,"Long pack, or, A shot with Copenhagen - L.C.2875(15)",1828,
104186827.txt,"Fashionable dreamer, or, Dreams realized - L.C.2875(16)",1828,
104186828.txt,"History of the four Kings of Canterbury, Colchester, Cornwall, and Cumberland - L.C.2875(17)",1820,
104186829.txt,"Travels from Aleppo to the city of Jerusalem, and through the Holy Land, in the year 1776 - L.C.2875(18)",1820,
104186830.txt,History of Moll Flanders - L.C.2875(19),1828,
104186831.txt,Life and exploits of Rob Roy MacGregor - L.C.2875(2),1820,
104186832.txt,History and adventures of Jack Mansong - L.C.2875(20),1828,
104186833.txt,Surprising savage girl - L.C.2875(3),1820,
104186834.txt,Thrummy Cap and the ghaist - L.C.2875(4),1820,
104186835.txt,Book of knowledge - L.C.2875(5),1820,
104186836.txt,Merry tales of the wise men of Gotham - L.C.2875(6),1820,
104186837.txt,"Wanton Tom, or, The merry tricks of Tom Stitch the tailor - L.C.2875(7)",1820,
104186838.txt,Laird of Cool's ghost - L.C.2875(8),1820,
104186839.txt,"Lost and undone son of perdition, or, The life and death of Judas Iscariot - L.C.2875(9)",1820,
104186840.txt,John Falkirk's cariches - L.C.2876(1),1820,
104186841.txt,"Fun upon fun, or, The comical and merry tricks of Leper the tailor - L.C.2876(10)",1820,
104186842.txt,New historical catechism - L.C.2876(11),1828,
104186843.txt,Witty and entertaining exploits of George Buchanan - L.C.2876(12),1820,
104186844.txt,Witty and entertaining exploits of George Buchanan - L.C.2876(13),1828,
104186845.txt,"History of Duncan Campbell, and his dog Oscar - L.C.2876(14)",1828,
104186846.txt,Prophecies of Thomas the Rhymer - L.C.2876(15),1828,
104186847.txt,"Life of the martyr, John Brown, of Priesthill, in the parish of Muirkirk, Ayrshire - L.C.2876(16)",1828,
104186848.txt,"Laugh and grow fat, or, The comical budget of wit - L.C.2876(17)",1828,
104186849.txt,Village curate - L.C.2876(18),1820,
104186850.txt,Comical history of Simple John and his twelve misfortunes - L.C.2876(19),1828,
104186851.txt,Ancient and modern history of Buckhaven in Fife-shire - L.C.2876(2),1820,
104186852.txt,Comical sayings of Paddy from Cork - L.C.2876(20),1820,
104186853.txt,"Ali Baba, or, The forty thieves - L.C.2876(21)",1820,
104186854.txt,"Cogitations upon death, or, The mirror of man's misery - L.C.2876(22)",1820,
104186855.txt,Comical transactions of Lothian Tom - L.C.2876(3),1822,
104186856.txt,History of Moll Flanders - L.C.2876(4),1823,
104186857.txt,Coalman's courtship to the creel-wife's daughter - L.C.2876(5),1820,
104186858.txt,Surprising savage girl - L.C.2876(6),1820,
104186859.txt,"History of the Haverel wives, or, The folly of witless women displayed - L.C.2876(7)",1820,
104186860.txt,"London spy, or, The frauds of London described - L.C.2876(8)",1825,
104186861.txt,History of the King and the cobler - L.C.2876(9),1825,
104186862.txt,Soldier's departure - L.C.2876.A(1),1816,
104186863.txt,A'body's like to be married but me - L.C.2876.A(10),1816,
104186864.txt,Sae will we yet - L.C.2876.A(11),1816,
104186865.txt,"Ali Baba, or, The forty thieves, destroyed by Morgiana, a female slave - L.C.2876.A(12)",1816,
104186866.txt,Fair Margaret's misfortunes - L.C.2876.A(13),1820,
104186867.txt,Unfortunate shepherdess - L.C.2876.A(14),1820,
104186868.txt,Haughs of Crumdel - L.C.2876.A(15),1820,
104186869.txt,Bonny lass of Banaphie - L.C.2876.A(16),1826,
104186870.txt,Tam Glen - L.C.2876.A(17),1820,
104186871.txt,Tragedy of Sir James the Rose - L.C.2876.A(18),1820,
104186872.txt,Robin Aboon - L.C.2876.A(19),1825,
104186873.txt,Soldier's return - L.C.2876.A(2),1816,
104186874.txt,Paddy MacShane - L.C.2876.A(3),1816,
104186875.txt,Flowers of the forest - L.C.2876.A(4),1816,
104186876.txt,Tartan plaid - L.C.2876.A(5),1816,
104186877.txt,Bad wife - L.C.2876.A(6),1816,
104186878.txt,By the gaily circling glass - L.C.2876.A(7),1816,
104186879.txt,"Watty and Meg, or, The wife reformed - L.C.2876.A(8)",1816,
104186880.txt,Highlandman's adventures - L.C.2876.A(9),1816,
104186881.txt,Bad wife - L.C.2877(1),1817,
104186882.txt,"Far, far at sea - L.C.2877(10)",1816,
104186883.txt,Willow tree - L.C.2877(11),1816,
104186884.txt,Post captain - L.C.2877(12),1816,
104186885.txt,Swiss patriot - L.C.2877(13),1816,
104186886.txt,Description of Pizzaro - L.C.2877(14),1817,
104186887.txt,Murphy Delaney - L.C.2877(15),1816,
104186888.txt,Wha the deil hae we got for a king? - L.C.2877(16),1816,
104186889.txt,Said a smile to a tear - L.C.2877(17),1816,
104186890.txt,Battle of the Shirra muir - L.C.2877(18),1816,
104186891.txt,Fairfa' the lasses - L.C.2877(19),1816,
104186892.txt,MacGregor Aurara - L.C.2877(2),1817,
